source_file,source_page,raw_page_text
Evercore PFG - DACH Private Equity H1 2026 Market Map.pdf,4,"3
Fund Size
€200m
€400m
€100m
€1,500m
€300m
€500m
Potentially 
returning to market 
DACH Private Equity Market Map (Cont’d)
Based on Preqin and Evercore PFG market intelligence.
Includes DACH private equity funds with vintages in 2025 and those Potentially returning to market 
1 LEA Mittelstandspartner IV
2 Bregal Unternehmerkapital V 
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior vintage/fund size.
PREMIUM
Mittelstand
Fund III
(€200*)
NC Growth
Fund II
(€145**)
Novum
Capital III
(€150**)
Cadence
Growth
Capital II
(€200*)
2026
Crosslantic
Fund III
(€200**)
Capmont
Mid-Cap II
(€500*)
T2Y Capital
Fund I
(€200*)
Sophora
Unternehmer-
Fonds II
(€150*)
Auctus
Fund VI
(€250**)
KKA LMM
Fund III
(€230**)
Switzerland
Growth II
(CHF250*)
Afinum
Fund X
(€500*)
Ufenau VIII
Asset Light
(€2,100)
MTIP
Fund III
(€220**)
SHS VII
Healthcare
Investments
(€270**)
Evoco
TSE IV
(€162**)
FLEX
Capital III
(€300**)
GREENPEAK
Fund IV
(€300**)
EOS
Fund III
(€300**)
Maguar
Capital III
(€306**)
German
Equity
Partners VI
(€325**)
Vidia Climate
Fund II
($415**)
LEA IV
(€425**)1
Maxburg
Beteiligungen V
(€450**)
Invision VIII
(€550**)
EMH
Growth
Fund III
(€650**)
Elvaston
Capital
Fund VII
(€663**)
Deutsche
Private Equity
Fund V
(€1,000**)
DBAG
Fund IX
(€1,109**)
Bregal V
(€2,650**)2
Gyrus
Capital III
(€310**)
Adiuva
Fund IV
(€300**)
CGS Private
Equity
Partnership V
(CHF240**)
Marondo
Small-Cap
Growth Fund II
(€250m*)
2025
Digital Growth
Fund III
(€500m*)
Beyond
Capital
Partners
Fund IV 
(€181**)
BID Equity IV
(€310**)
"
Evercore PFG - DACH Private Equity H1 2026 Market Map.pdf,5,"4
DACH Private Equity Fundraise Timeline
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
1 SHS Gesellschaft für Beteiligungsmanagement
2 Deutsche Mittelstandsholding für Industriebeteiligungen III
Source: Preqin, news releases, PFG market intelligence.
Fund Manager
Fund
Vintage
Fund Size (m) Fund Manager 
HQ
Pre-
2023 H2
2023
2024
2025
2026
Post-H2
2026
H2
H1
H2
H1
H2
H1
H2
PINOVA Capital
PINOVA Capital Fund 3
2021
€163
Germany
SHS Gesellschaft1
SHS VI Healthcare Investments
2022
€270
Germany
Gyrus Capital
Gyrus Capital II
2023
€310
Switzerland
EOS Capital Partners
EOS Fund II
2023
€300
Germany
BID Equity
BID Equity Fund III
2023
€310
Germany
CONSTELLATION CAPITAL
Constellation VI
2022
€88
Switzerland
Maguar Capital
Maguar Capital II
2022
€306
Germany
Maxburg Capital Partners
Maxburg Beteiligungen IV
2022
€450
Germany
Vidia Equity
Vidia Climate Fund I
2023
€415
Germany
Beyond Capital Partners
Beyond Capital Partners III
2023
€181
Germany
Eevolve
eevolve Partnership
2023
€372
Switzerland
Elvaston Capital Management
Elvaston Capital Fund VI
2023
€825
Germany
BU Bregal Unternehmerkapital (""BU"")
Bregal Unternehmerkapital IV
2023
€2,650
Switzerland
Armira Partners
Armira Growth Fund I
2024
€200
Germany
LEA Partners
LEA Mittelstandspartner III
2024
€565
Germany
Deutsche Beteiligungs
DBAG Expansion Capital Fund IV
2023
€250
Germany
Castik Capital 
EPIC III
2023
€2,000
Luxembourg
EMERAM Capital Partners
EMERAM Private Equity Fund II
2023
€200
Germany
Ufenau Capital Partners
Ufenau VIII Asset Light
2025
€2,100
Switzerland
GREENPEAK Partners
GREENPEAK Fund III
2024
€300
Germany
SEVEST
SEVEST Fund I
2024
€250*
Germany
Borromin Capital Management
Borromin Capital Fund V
2024
€300**
Germany
Nord Holding
Deutsche Mittelstandsholding2
2024
€600*
Germany
AUCTUS Capital Partners
Auctus Fund VI
2025
€250**
Germany
Endeavour Vision
Endeavour Medtech Growth III
2024
CHF375*
Switzerland
GENUI
GENUI III
2024
€600*
Germany
Swisscanto
Switzerland Growth II
2025
CHF250*
Switzerland
Afinum Management
Afinum Fund X
2025
€500*
Germany
T2Y Capital
T2Y Capital Fund I
2025
€200*
Germany
Capmont
Capmont Mid-Cap II
2025
€500*
Germany
Sophora Unternehmerkapital
Sophora Unternehmer-Fonds II
2025
€150*
Germany
KKA Partners
KKA LMM Fund III
2025
€230**
Germany
Marondo
Marondo Small-Cap Growth Fund II
2026
€250*
Germany
Yttrium
Digital Growth Fund III
2026
€500*
Germany
CGS Management
CGS Private Equity Partnership V
2017**
CHF240**
Switzerland
ECM Equity Capital Management
German Equity Partners VI
2018**
€325**
Germany
Crosslantic Capital
Crosslantic Fund III
2019**
€200**
Germany
Deutsche Beteiligungs
DBAG Fund IX
2019**
€1,109**
Germany
Evoco
Evoco TSE IV
2020**
€162**
Switzerland
"
Evercore PFG - DACH Private Equity H1 2026 Market Map.pdf,6,"5
DACH Private Equity Fundraise Timeline (Cont’d)
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
1 SHS Gesellschaft für Beteiligungsmanagement
Source: Preqin, news releases, PFG market intelligence.
Fund Manager
Fund
Vintage
Fund Size (m) Fund Manager 
HQ
Pre-
2023 H2
2023
2024
2025
2026
Post-H2
2026
H2
H1
H2
H1
H2
H1
H2
Cadence Growth Capital
Cadence Growth Capital II
2020**
€200*
Germany
PREMIUM Equity Partners
PREMIUM Mittelstand Fund III
2020**
€200*
Germany
EMH Partners
EMH Growth Fund III
2020**
€650**
Germany
Deutsche Private Equity
Deutsche Private Equity Fund V
2020**
€1,000**
Germany
MTIP
MTIP Fund III
2021**
€220**
Switzerland
Nordwind Growth
NC Growth Fund II
2022**
€145**
Germany
SHS Gesellschaft1
SHS VII Healthcare Investments
2022**
€270**
Germany
Maguar Capital
Maguar Capital III
2022**
€306**
Germany
FLEX Capital
FLEX Capital III
2023**
€300**
Germany
Gyrus Capital
Gyrus Capital III
2023**
€310**
Switzerland
GREENPEAK Partners
GREENPEAK Fund IV
2024**
€300**
Germany
Novum Capital
Novum Capital III
2021**
€150**
Germany
Invision
Invision VIII
2023**
€550**
Switzerland
Elvaston Capital Management
Elvaston Capital Fund VII
2023**
€663**
Germany
BU Bregal Unternehmerkapital (""BU"")
Bregal Unternehmerkapital V
2023**
€2,650**
Switzerland
LEA Partners
LEA Mittelstandspartner IV
2024**
€425**
Germany
Adiuva Capital
Adiuva Fund IV
2022**
€300**
Germany
Maxburg Capital Partners
Maxburg Beteiligungen V
2022**
€450**
Germany
Beyond Capital Partners
Beyond Capital Partners IV
2023**
€181**
Germany
EOS Capital Partners
EOS Fund III
2023**
€300**
Germany
BID Equity
BID Equity Fund IV
2023**
€310**
Germany
Vidia Equity
Vidia Climate Fund II
2023**
$415**
Germany
"
Evercore PFG - DACH Private Equity H1 2026 Market Map.pdf,7,"15 STANHOPE GATE
LONDON, W1K 1LN
TEL: +44 (0) 207 653 6000
55 EAST 52 ND STREET
NEW YORK, NY 10055
TEL: +1 (212) 857 3100
FLOOR 14, TWO EXCHANGE 
SQUARE, 8 CONNAUGHT PLACE
HONG KONG
TEL: +852 3983 2600
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,1,"Private Funds Group
Global Renewable Energy Funds Market Map
H1 2026
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,2,"Disclaimer
1
This presentation (the ""Presentation"") is being furnished on a confidential basis for informational and discussion purposes only and does not constitute an 
offer to sell or a solicitation of an offer to purchase any security. Any such offer or solicitation with respect to any security or fund discussed herein shall be 
made only pursuant to a confidential private placement memorandum relating to such security or fund, which describes risks related to an investment in such 
security or fund as well as other important information about such security or fund and its sponsor. The information set forth herein does not purport to be 
complete and is subject to change. This Presentation is qualified in its entirety by all of the information set forth in any such memorandum, including without 
limitation all of the cautionary statements set forth in the front of a memorandum and the ""Risk Factors and Conflicts of Interest"" section of any such 
memorandum. Any such memorandum must be read carefully in its entirety prior to making an investment. This Presentation does not constitute a part of any 
memorandum of any fund. 
The information contained herein must be treated in a confidential manner and may not be reproduced, used or disclosed, in whole or in part, without the prior 
written consent of Evercore Group L.L.C. (“Evercore”). Disclosure to persons other than the recipient and its representatives is strictly prohibited. Past 
performance is not necessarily indicative of future results, and nothing herein is, or shall be relied on as, a promise or representation of future performance. 
There can be no assurance that any fund will achieve comparable results, that targeted returns, diversification or asset allocations will be met or that any fund 
will be able to implement its investment strategy and investment approach or achieve its investment objective. Actual returns on unrealized investments will 
depend on, among other factors, future operating results, the value of the assets and market conditions at the time of disposition, legal and contractual 
restrictions on transfer that may limit liquidity, any related transaction costs and the timing and manner of sale, all of which may differ from the assumptions 
and circumstances on which the valuations used in the prior performance data contained herein are based. Accordingly, the actual realized returns on 
unrealized investments may differ materially from the returns indicated herein. 
Statements contained in this Presentation that are not historical facts are based on current expectations, estimates, projections, opinions, and beliefs of the 
general partner of the Fund. Such statements involve known and unknown risks, uncertainties and other factors, and undue reliance should not be placed 
thereon. In addition, this Presentation contains ""forward-looking statements."" Actual events or results or the actual performance may differ materially from 
those reflected or contemplated in such forward-looking statements. 
Certain economic and market information contained herein has been obtained from published sources prepared by third parties and in certain cases has not 
been updated through the date hereof. While such sources are believed to be reliable, none of Evercore nor any of its affiliates have made any representation 
or warranty, express or implied, with respect to the fairness, correctness, accuracy, reasonableness or completeness of any of the information contained 
herein (including but not limited to information obtained from third parties unrelated to Evercore), and they expressly disclaim any responsibility or liability 
therefore. None of Evercore nor any of its affiliates have any responsibility to update any of the information provided in this summary document. 
THIS SUMMARY IS NOT INTENDED TO CONSTITUTE LEGAL, TAX, OR ACCOUNTING ADVICE OR INVESTMENT RECOMMENDATIONS. 
PROSPECTIVE INVESTORS SHOULD CONSULT THEIR OWN ADVISORS ABOUT SUCH MATTERS.
The products mentioned in this document may not be eligible for sale in some states or countries, nor suitable for all types of investors; their value and the 
income they produce may fluctuate and/or be adversely affected by exchange rates, interest rates, commodity prices or other factors. One or more directors, 
officers, and/or employees of Evercore or its affiliated companies may be a director of the issuer of the securities mentioned in this document. 
Cover photo by Arjay Neyra of Lake Louise, Canada 
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,3,"2
Fund Size
$600m
$1200m
$300m
$6,000m
$900m
$1500m
Green Arrow
 Infrastructure 
of the Future
 Fund
 (€500*)
SWEN Impact
Fund
for Transition 2
(€583)
Charging 
Infrastructure 
Investment 
Fund 
(£422)
InfraVia V 
(€5,000)
2020
2019
2021
Global Renewable Energy Market Map
Everwood 
Photovoltaic 
V 
(€500)
Impax New
Energy
Investors IV
(€459)
T2 North 
America 
($1,500*)
CI Energy 
Transition 
Fund I 
(€3,000)
FLAVEO IV
(€1,380)
Based on Preqin and Evercore PFG market intelligence.
Includes Global Renewable Energy Funds with vintages from 2019 to 2022.
All fund sizes are in millions.
1Capital Dynamics Clean Energy Infrastructure Fund X
* Denotes target fund size.
** Denotes prior vintage/fund size.
B Capital
Infrastructure II
(€500*)
Tikehau
Green
Assets I
(€500*)
NextEnergy
UK I
(£733)
Fontavis
ESG
Renewable
Infrastructure
Fund II
(€750*)
Seraya
Partners
Fund I
($800)
Ara
Infrastructure
Fund I
($800)
Antin
Infrastructure
NextGen Fund I
(€1,200) 
Sandbrook
Climate
Infrastructure
Fund I
($1,500)
EnCap
Energy
Transition
Fund II
($1,500)
Capenergie 5
(€1,800)
Clean Energy
Fund Europe IV
(€2,000)
EIP Energy
Infrastructure III
(€4,000*)
ECP V
($4,400)
Blackstone
Energy
Transition
Partners IV
($5,600)
2022
Quinbrook
Partners II –
Net Zero 
Power Fund
($3,000)
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,4,"3
Fund Size
Based on Preqin and Evercore PFG market intelligence.
Includes Global Renewable Energy Funds with 2023.
All fund sizes are in millions.
* Denotes target fund size.
** Denotes prior vintage/fund size.
Global Renewable Energy Market Map (Cont’d)
Clean
Energy UK
(£600*)
2023
Low Carbon 
Renewable 
Fund 
(€500*)
Marguerite III
(€700)
Excelsior 
Renewable 
Energy 
Fund II 
($1,000)
Taaleri 
SolarWind 
III 
(€600)
Glentra 
Fund I 
(€565)
NGP Energy
Technology
Partners IV
($700)
CEE 
Renewable 
Fund 8 
(€750*)
$600m
$1200m
$300m
$6,000m
$900m
$1500m
Greenbelt 
Capital 
Partners III 
($1,000)
Prime Green
Energy
Infrastructure
Fund II
(€1,000)
Clean
Energy Europe
(€1,000*)
Greencoat
UK Renewable
Income II Fund
(£1,000**)
InfraGreen V
(€1,200*)
NextPower V
ESG 
($1,500*)
Carlyle
Renewable
and Sustainable
Energy Fund II
($1,600*)
Overland
Capital
Partners
($2,000*)
Equitix
Fund VII
(£1,500*)
Macquarie
Green Energy
Transition
Solutions
($2,400)
LS Power
Equity
Partners V
($2,681)
Ares Climate
Infrastructure
Partners II
($3,000*)
Apollo ACT
Capital Fund
($4,000*)
BlackRock
Global
Renewable
Power Fund IV
($7,000*)
Copenhagen
Infrastructure V
(€12,000)
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,5,"4
Fund Size
Based on Preqin and Evercore PFG market intelligence.
Includes Global Renewable Energy Funds with vintages from 2024 to 2025.
All fund sizes are in millions.
1 BNP Paribas Low Carbon Transition Infra Equity Fund I
2 Swiss Life Funds (LUX) Global Infrastructure Opportunities II
* Denotes target fund size.
** Denotes prior vintage/fund size.
Global Renewable Energy Market Map (Cont’d)
2025
2024
$600m
$1200m
$300m
$6,000m
$900m
$1500m
KGAL
ESPF 8
(€500*)
Haddington
ESP I
($650*)
True Green
Capital
Fund V
($661**)
Quinbrook
Renewables
Impact Fund II
(£500*)
Aquila
Capital Energy
Transition
Fund I
(€600*)
Value Add
Transition
Infrastructure
Strategy III
(€1,000*)
Pioneer
Infrastructure
Partners II
(€1,100)
Encavis
Infrastructure
Fund V
(€1,200*)
CEE
Renewable
Fund 9
(€1,600)
AIP V
(€3,000*)
Stonepeak
Global
Renewables
Fund II
($5,000*)
Actis
Energy 6
($6,000*)
DIF
Infrastructure
VIII
(€6,000*)
Conquest
Infrastructure
Sustainable 2
(€250*)
Regenerative
Energien 1
(€509)
Sustainable
Australian Real
Assets Fund
(AUD1,000*)
Captona
Renewable
Energy Fund II
($750*)
Climate
Adaptive
Infrastructure
Fund II
($825**)
BNP
Paribas
Carbon
Fund I
(€750*)1
ASR
Dutch Green
Energy Fund I
(€800*)
Arroyo
Energy
Investors
Fund IV
($1,000)
Swiss Life
Infrastructure
Opportunities
Growth II
(€1,000*)2
EIG Energy
Transition
Fund II
(€1,000*)
Storebrand
Infrastructure
Fund II
(€1,000**)
ISQ Growth
Markets Climate
Impact Fund
($1,200)
Neos
Partners II
($1,400)
Foresight
Energy
Infrastructure
Partners II
(€1,250*)
Hull Street
Energy
Partners III
($2,200)
Apollo
Infrastructure
Opportunities
Fund III
($2,400)
Sustainable
Asset Fund IV
($2,400)
ISQ Energy
Transition
Fund
($2,500*)
Mirova
Energy
Transition 6
(€2,200*)
Catalytic
Transition
Fund
($5,000*)
KKR
Global
Climate Fund
($7,000*)
TPG Rise
Climate II
($8,000*)
InfraVia
European
Fund VI
(€7,000*)
Ardian
Infrastructure
Fund VI
(€11,500)
Brookfield
Global
Transition
Fund 2
($20,000)
Quinbrook III
($4,000*)
Octopus
Energy
Offshore Wind
Fund (Vector)
(£3,000*)
CarbonCount
Holdings 1
($2,000)
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,6,"5
Fund Size
Global Renewable Energy Market Map (Cont’d)
2026
Potentially 
returning to market 
Allianz
 Renewable 
Energy 
 Fund  IV
 ($180**)
NTR 
Renewable
 Energy Income 
Fund III
(€500**)
Renewable 
Energy
 Infrastructure 
Fund II 
(€300**)
Capital
Dynamics
Clean Energy
Infrastructure
Fund XI
($315**)
Everwood
Photovoltaic VI
(€500**)
Macquarie 
GIG Global 
Renewables 
Fund III 
($1,940**)
$600m
$1200m
$300m
$6,000m
$900m
$1500m
Azora
Strategic
Infrastructure
Fund
(€600*)
NEC
Fund VI
($750*)
Sandbrook
Climate
Infrastructure
Fund II
($2,000*)
FLAVEO V
(€2,000*)
Swiss Life
Infrastructure
Opportunities IV
(€2,500*)1
ArcLight
Infrastructure
Partners
Fund VIII
($3,000*)
Qualitas
Energy VI
(€3,250*)
LS Power
Equity
Partners VI
($4,000*)
CI Energy 
Transition 
Fund II 
(€3,000**)
Based on Preqin and Evercore PFG market intelligence.
Includes Global Renewable Energy Funds with vintages from 2026 to Potentially returning to market.
All fund sizes are in millions.
1Swiss Life Funds (LUX) Global Infrastructure Opportunities IV
* Denotes target fund size.
** Denotes prior vintage/fund size.
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,7,"6
Global Renewable Energy Fundraise Timeline
Closed funds
Final closing/anticipated final closing date
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
GPs in the market with their latest fund
GPs expected to launch during this period
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Zouk Capital
Charging Infrastructure Investment Fund
2019
£422
London
InfraVia Capital Partners
InfraVia V
2021
€5,000
Paris
Everwood Capital
Everwood Photovoltaic V
2020
€500
Madrid
Copenhagen Infrastructure Partners
CI Energy Transition Fund I
2021
€3,000
Copenhagen
Luxcara
FLAVEO IV
2021
€1,380
Hamburg
NGP Energy Technology Partners
NGP Energy Technology Partners IV
2023
$700
District of Colombia
SWEN Capital Partners
SWEN Impact Fund for Transition 2
2021
€583
Paris
Seraya Partners
Seraya Partners Fund I
2022
$800
Singapore
Antin Infrastructure Partners
Antin Infrastructure NextGen Fund I
2022
€1,200
Paris
Sandbrook Capital
Sandbrook Climate Infrastructure Fund I
2022
$1,500
Stamford
Apollo Global Management
Apollo ACT Capital Fund
2023
$4,000*
New York
Impax Asset Management
Impax New Energy Investors IV
2021
€459
London
Nuveen
Clean Energy Fund Europe IV
2022
€2,000
Chicago
Energy Capital Partners
ECP V
2022
$4,400
Summit
EnCap Investments
EnCap Energy Transition Fund II
2022
$1,500
Houston
EB Sustainable Investment Management
Regenerative Energien 1
2024
€509
Kassel
Hasi
CarbonCount Holdings 1
2024
$2,000
Annapolis
I Squared Capital
ISQ Growth Markets Climate Impact Fund
2024
$1,200
Miami
Quinbrook Infrastructure Partners
Quinbrook Partners II - Net Zero Power Fund
2021
$3,000
London
Marguerite
Marguerite III
2023
€700
Luxembourg
LS Power
LS Power Equity Partners V
2023
$2,681
New York
Neos Partners
Neos Partners II
2024
$1,400
San Diego
Green Arrow Capital
Green Arrow Infrastructure of the Future Fund
2020
€500*
Milan
NextEnergy Capital
NextEnergy UK I
2022
£733
London
Blackstone Group
Blackstone Energy Transition Partners IV
2022
$5,600
New York
Ara Partners
Ara Infrastructure Fund I
2022
$800
Houston
Excelsior Energy Capital
Excelsior Renewable Energy Fund II
2023
$1,000
Excelsior
Greenbelt Capital Partners
Greenbelt Capital Partners III
2023
$1,000
Austin
Omnes Capital
Capenergie 5
2022
€1,800
Paris
Copenhagen Infrastructure Partners
Copenhagen Infrastructure V
2023
€12,000
Copenhagen
Pioneer Point Partners
Pioneer Infrastructure Partners II
2025
€1,100
London
Hull Street Energy
Hull Street Energy Partners III
2024
$2,200
Bethesda
Arroyo Energy Group
Arroyo Energy Investors Fund IV
2024
$1,000
Spring
Green Investment Group
Macquarie Green Energy Transition Solutions
2023
$2,400
London
Apollo Global Management
Apollo Infrastructure Opportunities Fund III
2024
$2,400
New York
Ardian
Ardian Infrastructure Fund VI
2024
€11,500
Paris
Glentra
Glentra Fund I
2023
€565
Copenhagen
Brookfield Asset Management
Brookfield Global Transition Fund 2
2024
$20,000
Toronto
CEE Group
CEE Renewable Fund 9
2025
€1,600
Hamburg
Taaleri Energia
Taaleri SolarWind III
2023
€630
Helsinki
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,8,"7
Global Renewable Energy Fundraise Timeline (Cont’d)
Closed funds
Final closing/anticipated final closing date
GPs in the market with their latest fund
GPs expected to launch during this period
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Prime Capital
Prime Green Energy Infrastructure Fund II
2023
€1,000
Frankfurt
Vision Ridge Partners
Sustainable Asset Fund IV
2024
$2,400
Boulder
Tikehau Capital
T2 North America
2021
$1,500*
Paris
B Capital Partners
B Capital Infrastructure II
2022
€500*
Zurich
Tikehau Capital
Tikehau Green Assets I
2022
€500*
Paris
Haddington Ventures
Haddington ESP I
2025
$650*
Houston
RGREEN INVEST
InfraGreen V
2023
€1,200*
Paris
Carlyle Group
Carlyle Renewable and Sustainable Energy Fund II
2023
$1,600*
Washington
Conquest
Conquest Infrastructure Sustainable 2
2024
€250*
Dublin
Swiss Life Asset Managers
Fontavis ESG Renewable Infrastructure Fund II
2022
€750*
Zurich
Encavis
Encavis Infrastructure Fund V
2025
€1,200*
Hamburg
Capital Dynamics
Clean Energy UK
2023
£600*
Zug
New Energy Capital
NEC Fund VI
2026
$750*
Hanover
Capital Dynamics
Clean Energy Europe
2023
€1,000*
Zug
Swiss Life Asset Managers
Swiss Life Infrastructure Opportunities Growth II1
2024
€1,000*
Zurich
Equitix
Equitix Fund VII
2023
£1,500*
London
NextEnergy Capital
NextPower V ESG
2023
$1,500*
London
Tyr Energy
Overland Capital Partners
2023
$2,000*
Overland Park
Ares Management
Ares Climate Infrastructure Partners II
2023
$3,000*
Los Angeles
I Squared Capital
ISQ Energy Transition Fund
2024
$2,500*
Miami
ArcLight Capital Partners
ArcLight Infrastructure Partners Fund VIII
2026
$3,000*
Boston
Brookfield
Catalytic Transition Fund
2024
$5,000*
New York
Octopus Energy Generation
Octopus Energy Offshore Wind Fund (Vector)
2024
£3,000*
London
InfraVia Capital Partners
InfraVia European Fund VI
2024
€7,000*
Paris
BNP Paribas Asset Management
BNP Paribas Low Carbon Transition Infra Equity Fund I
2024
€750*
Nanterre
a.s.r. real estate
ASR Dutch Green Energy Fund I
2024
€800*
Utrecht
Swiss Life Asset Managers
Swiss Life Global Infrastructure Opportunities IV2
2026
€2,500*
Zurich
CVC DIF
DIF Infrastructure VIII
2025
€6,000*
Schiphol
Federation Asset Management
Sustainable Australian Real Assets Fund
2024
AUD1,000*
Sydney
EIG Global Energy Partners
EIG Energy Transition Fund II
2024
€1,000*
District of Colombia
CEE Group
CEE Renewable Fund 8
2023
€750*
Hamburg
Mirova
Mirova Energy Transition 6
2024
€2,200*
Paris
KKR
KKR Global Climate Fund
2024
$7,000*
New York
Foresight Group Holdings
Foresight Energy Infrastructure Partners II
2024
€1,250*
London
TPG
TPG Rise Climate II
2024
$8,000*
San Francisco
Stonepeak
Stonepeak Global Renewables Fund II
2025
$5,000*
New York
Quinbrook Infrastructure Partners
Quinbrook Renewables Impact Fund II
2025
£500*
London
Azora
Azora Strategic Infrastructure Fund
2026
€600*
Madrid
AIP Management
AIP V
2025
€3,000*
Copenhagen
Actis
Actis Energy 6
2025
$6,000*
London
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
1 Swiss Life Funds (LUX) Global Infrastructure Opportunities II
2 Swiss Life Funds (LUX) Global Infrastructure Opportunities IV
Source: Preqin, news releases, PFG market intelligence.
"
Evercore PFG - Global Renewable Energy - H1 2026.pdf,9,"8
Global Renewable Energy Fundraise Timeline (Cont’d)
Closed funds
Final closing/anticipated final closing date
* Denotes target fund size.
** Denotes prior vintage/fund size.
All fund sizes are in millions.
Source: Preqin, news releases, PFG market intelligence.
GPs in the market with their latest fund
GPs expected to launch during this period
Fund Manager
Fund
Vintage
Fund Size (m)
Fund Manager
HQ
Pre-
2024 H1
2024
2025
2026
Post-
2026 H2
H1
H2
H1
H2
H1
H2
Qualitas Energy
Qualitas Energy VI
2026
€3,250*
Madrid
Quinbrook Infrastructure Partners
Quinbrook III
2025
£4,000*
London
LS Power
LS Power Equity Partners VI
2026
$4,000*
New York
Captona
Captona Renewable Energy Fund II
2024
$750*
New York
Energy Infrastructure Partners
EIP Energy Infrastructure III
2022
€4,000*
Zurich
BlackRock Financial Management
BlackRock Global Renewable Power Fund IV
2023
$7,000*
New York
Low Carbon
Low Carbon Renewable Fund
2023
€500*
London
Schroders Greencoat
Greencoat UK Renewable Income II Fund
2023
£1,000**
London
Climate Adaptive Infrastructure
Climate Adaptive Infrastructure Fund II
2024
$825**
Mill Valley
Storebrand Asset Management
Storebrand Infrastructure Fund II
2024
€1,000**
Lysaker
True Green Capital Management
True Green Capital Fund V
2025
$661**
Westport
Aquila Capital Investmentgesellschaft
Aquila Capital Energy Transition Fund I
2025
€600*
Hamburg
Vauban Infrastructure Partners
Value Add Transition Infrastructure Strategy III
2025
€1,000*
Paris
Luxcara
FLAVEO V
2026
€2,000*
Hamburg
Sandbrook Capital
Sandbrook Climate Infrastructure Fund II
2026
$2,000*
Stamford
KGAL Real Investments
KGAL ESPF 8
2025
€500*
Grünwald
Allianz Global Investors
Allianz Renewable Energy Fund IV
2018**
$180**
Munich
Goodyields Capital
Renewable Energy Infrastructure Fund III
2018**
€300**
Munich
NTR Group
NTR Renewable Energy Income Fund III
2018**
€500**
Dublin
Capital Dynamics
Capital Dynamics Clean Energy Infrastructure Fund XI
2020**
$315**
Zug
Everwood Capital
Everwood Photovoltaic VI
2020**
€500**
Madrid
Green Investment Group
Macquarie GIG Global Renewables Fund III
2020**
$1,940**
Edinburgh
Copenhagen Infrastructure Partners
CI Energy Transition Fund II
2021**
€3,000**
Copenhagen
Antin Infrastructure Partners
Antin Infrastructure NextGen Fund II
2022**
€1,200**
Paris
"
